ID,City,District,Neighborhood,Condition,Type,Rooms,Area_m2,Lift,Views,Floor_number,Price
1496,Barcelona,Les Corts,Les Corts,New,Flat,2,134,Yes,Exterior,Floor 1,670000
1497,Barcelona,Nou Barris,Vilapicina I La Torre Llobeta,New,Flat,2,66,Yes,Exterior,Floor 2,336600
1498,Barcelona,Nou Barris,Vilapicina I La Torre Llobeta,New,Flat,2,56,Yes,Exterior,Floor 2,331500
1499,Barcelona,Eixample,La Sagrada Família,New,Duplex,1,134,Yes,Exterior,Ground Floor,495000
1500,Barcelona,Eixample,La Sagrada Família,New,Penthouse,3,138,Yes,Exterior,Floor 5,795000
1501,Barcelona,Eixample,La Sagrada Família,New,Penthouse,3,189,Yes,Exterior,Floor 5,1090000
1502,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,158,Yes,Exterior,Ground Floor,900000
1503,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,160,Yes,Exterior,Ground Floor,910000
1504,Barcelona,Eixample,La Sagrada Família,New,Penthouse,1,128,Yes,Exterior,Floor 7,780000
1505,Barcelona,Eixample,La Sagrada Família,New,Penthouse,2,160,Yes,Exterior,Floor 7,970000
1506,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,195,Yes,Exterior,Ground Floor,2158000
1507,Barcelona,Eixample,La Dreta De L'Eixample,New,Penthouse,2,145,Yes,Exterior,Floor 4,2188000
1508,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,3,158,Yes,Exterior,Floor 1,1368000
1509,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,New,Flat,3,134,Yes,Exterior,Floor 2,1395000
1510,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,New,Flat,3,138,Yes,Exterior,Floor 1,1370000
1511,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,New,Duplex,2,115,Yes,Exterior,Ground Floor,1130000
1512,Barcelona,Sant Andreu,La Sagrera,New,Flat,3,105,Yes,Exterior,Floor 1,462000
1513,Barcelona,Sant Andreu,La Sagrera,New,Flat,3,104,Yes,Exterior,Floor 1,457000
1514,Barcelona,Sant Andreu,La Sagrera,New,Flat,3,104,Yes,Exterior,Ground Floor,523000
1515,Barcelona,Sant Andreu,La Sagrera,New,Flat,2,56,Yes,Exterior,Ground Floor,242000
1516,Barcelona,Sants-Montjuïc,Hostafrancs,New,Flat,3,109,Yes,Exterior,Ground Floor,467000
1517,Barcelona,Sant Martí,El Besòs I El Maresme,New,Flat,4,151,Yes,Exterior,Floor 2,833900
1518,Barcelona,Ciutat Vella,El Raval,New,Duplex,2,128,Yes,Exterior,Floor 5,595000
1519,Barcelona,Nou Barris,Vilapicina I La Torre Llobeta,New,Flat,2,70,Yes,Exterior,Floor 4,377400
1520,Barcelona,Horta-Guinardó,La Font D'En Fargues,New,Flat,3,113,Yes,Exterior,Ground Floor,474000
1521,Barcelona,Horta-Guinardó,La Font D'En Fargues,New,Flat,3,121,Yes,Exterior,Floor 1,445000
1522,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,New,Flat,4,100,Yes,Exterior,Floor 6,533000
1523,Barcelona,Ciutat Vella,El Raval,New,Flat,2,80,Yes,Exterior,Floor 1,475000
1524,Barcelona,Horta-Guinardó,El Guinardó,New,Duplex,3,110,Yes,Exterior,Ground Floor,395000
1525,Barcelona,Ciutat Vella,El Raval,New,Flat,2,71,Yes,Exterior,Floor 4,485000
1526,Barcelona,Ciutat Vella,El Raval,New,Flat,2,71,Yes,Exterior,Floor 3,475000
1527,Barcelona,Ciutat Vella,El Raval,New,Flat,2,150,Yes,Exterior,Ground Floor,565000
1528,Barcelona,Ciutat Vella,El Raval,New,Flat,2,84,Yes,Exterior,Floor 1,465000
1529,Barcelona,Horta-Guinardó,Horta,New,Flat,3,88,Yes,Exterior,Ground Floor,432500
1530,Barcelona,Horta-Guinardó,Horta,New,Flat,3,97,Yes,Exterior,Ground Floor,530000
1531,Barcelona,Horta-Guinardó,Horta,New,Flat,3,92,Yes,Exterior,Floor 1,526500
1532,Barcelona,Horta-Guinardó,Horta,New,Flat,3,88,Yes,Exterior,Floor 1,502500
1533,Barcelona,Sant Martí,El Poblenou,New,Flat,4,95,Yes,Exterior,Floor 3,499000
1534,Barcelona,Sant Martí,El Poblenou,New,Flat,2,66,Yes,Exterior,Floor 2,340000
1535,Barcelona,Sant Martí,El Poblenou,New,Flat,2,67,Yes,Exterior,Floor 1,315000
1536,Barcelona,Sant Andreu,El Congrés I Els Indians,New,Flat,1,51,Yes,Exterior,Floor 5,279000
1537,Barcelona,Ciutat Vella,El Raval,New,Flat,2,95,Yes,Exterior,Floor 2,592000
1538,Barcelona,Ciutat Vella,El Raval,New,Flat,2,95,Yes,Exterior,Floor 2,591000
1539,Barcelona,Ciutat Vella,El Raval,New,Flat,2,80,Yes,Exterior,Floor 2,498000
1540,Barcelona,Ciutat Vella,El Raval,New,Flat,2,92,Yes,Exterior,Floor 2,474000
1541,Barcelona,Ciutat Vella,El Raval,New,Flat,1,53,Yes,Exterior,Floor 2,339000
1542,Barcelona,Ciutat Vella,El Raval,New,Flat,3,77,Yes,Exterior,Floor 1,416000
1543,Barcelona,Ciutat Vella,El Raval,New,Flat,1,66,Yes,Exterior,Floor 1,380000
1544,Barcelona,Ciutat Vella,El Raval,New,Flat,1,51,Yes,Exterior,Floor 1,322000
1545,Barcelona,Ciutat Vella,El Raval,New,Flat,2,100,Yes,Exterior,Ground Floor,481000
1546,Barcelona,Sant Martí,Provençals Del Poblenou,New,Duplex,2,148,Yes,Exterior,Ground Floor,698000
1547,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,85,Yes,Exterior,Floor 5,565000
1548,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,85,Yes,Exterior,Floor 2,535000
1549,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,110,Yes,Exterior,Floor 3,634000
1550,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,110,Yes,Exterior,Floor 4,644000
1551,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,87,Yes,Exterior,Floor 1,520000
1552,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,85,Yes,Exterior,Floor 4,555000
1553,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,69,Yes,Exterior,Floor 3,343000
1554,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,88,Yes,Exterior,Floor 2,399000
1555,Barcelona,Sants-Montjuïc,Sants - Badal,New,Duplex,3,115,Yes,Exterior,Ground Floor,489000
1556,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,81,Yes,Exterior,Floor 1,375000
1557,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,81,Yes,Exterior,Floor 3,389000
1558,Barcelona,Sants-Montjuïc,Sants - Badal,New,Duplex,4,128,Yes,Exterior,Ground Floor,545000
1559,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,81,Yes,Exterior,Floor 2,382000
1560,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,75,Yes,Exterior,Floor 4,510000
1561,Barcelona,Eixample,La Dreta De L'Eixample,New,Penthouse,2,75,Yes,Exterior,Floor 5,655000
1562,Barcelona,Eixample,La Dreta De L'Eixample,New,Penthouse,2,75,Yes,Exterior,Floor 5,650000
1563,Barcelona,Eixample,La Sagrada Família,New,Flat,3,97,Yes,Exterior,Floor 3,550000
1564,Barcelona,Eixample,La Sagrada Família,New,Flat,3,97,Yes,Exterior,Floor 2,540000
1565,Barcelona,Eixample,La Sagrada Família,New,Flat,2,68,Yes,Exterior,Floor 1,380000
1566,Barcelona,Horta-Guinardó,El Carmel,New,Flat,3,81,Yes,Exterior,Floor 1,310000
1567,Barcelona,Ciutat Vella,El Barri Gòtic,New,Penthouse,4,215,Yes,Exterior,Floor 4,1690000
1568,Barcelona,Ciutat Vella,El Barri Gòtic,New,Flat,2,106,Yes,Exterior,Floor 2,790000
1569,Barcelona,Les Corts,Les Corts,New,Flat,2,95,Yes,Exterior,Floor 2,550000
1570,Barcelona,Sants-Montjuïc,Sants,New,Flat,2,60,Yes,Exterior,Floor 4,375000
1571,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,New,Penthouse,4,150,Yes,Exterior,Floor 2,1150000
1572,Barcelona,Eixample,La Sagrada Família,New,Flat,2,60,Yes,Exterior,Floor 3,400000
1573,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,1,58,Yes,Exterior,Floor 1,385000
1574,Barcelona,Sants-Montjuïc,Sants,New,Flat,3,83,Yes,Exterior,Floor 1,437000
1575,Barcelona,Sants-Montjuïc,Sants,New,Flat,2,60,Yes,Exterior,Floor 1,325000
1576,Barcelona,Sants-Montjuïc,Sants,New,Flat,3,78,Yes,Exterior,Ground Floor,360000
1577,Barcelona,Sants-Montjuïc,Sants,New,Flat,2,60,Yes,Exterior,Floor 2,337000
1578,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,100,Yes,Exterior,Floor 5,720000
1579,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,70,Yes,Exterior,Floor 2,465000
1580,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,64,Yes,Exterior,Floor 2,425000
1581,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,66,Yes,Exterior,Floor 1,430000
1582,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,59,Yes,Exterior,Floor 1,385000
1583,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,94,Yes,Exterior,Mezzanine,600000
1584,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,86,Yes,Exterior,Mezzanine,545000
1585,Barcelona,Eixample,La Nova Esquerra De L'Eixample,New,Flat,3,95,Yes,Exterior,Floor 4,565000
1586,Barcelona,Eixample,La Nova Esquerra De L'Eixample,New,Flat,2,81,Yes,Exterior,Floor 1,595000
1587,Barcelona,Eixample,La Nova Esquerra De L'Eixample,New,Flat,3,89,Yes,Exterior,Floor 2,530000
1588,Barcelona,Eixample,La Nova Esquerra De L'Eixample,New,Flat,3,89,Yes,Exterior,Floor 3,540000
1589,Barcelona,Eixample,La Nova Esquerra De L'Eixample,New,Flat,2,72,Yes,Exterior,Floor 1,580000
1590,Barcelona,Sant Martí,El Clot,New,Flat,2,65,Yes,Exterior,Floor 3,415000
1591,Barcelona,Sant Martí,El Clot,New,Flat,2,62,Yes,Exterior,Floor 1,350000
1592,Barcelona,Sant Martí,El Clot,New,Flat,2,72,Yes,Exterior,Floor 4,475000
1593,Barcelona,Sant Martí,El Clot,New,Flat,2,72,Yes,Exterior,Floor 3,415000
1594,Barcelona,Sant Martí,El Clot,New,Flat,2,62,Yes,Exterior,Floor 2,375000
1595,Barcelona,Sant Martí,El Clot,New,Flat,2,65,Yes,Exterior,Floor 4,395000
1596,Barcelona,Sant Martí,El Clot,New,Flat,3,80,Yes,Exterior,Floor 2,425000
1597,Barcelona,Sant Martí,El Clot,New,Flat,3,103,Yes,Exterior,Floor 1,470000
1598,Barcelona,Sant Martí,El Clot,New,Flat,3,104,Yes,Exterior,Floor 2,496128
1599,Barcelona,Sant Martí,El Clot,New,Duplex,2,81,Yes,Exterior,Floor 2,365000
1600,Barcelona,Sant Martí,El Clot,New,Flat,4,112,Yes,Exterior,Floor 3,594448
1601,Barcelona,Sant Martí,El Clot,New,Duplex,2,76,Yes,Exterior,Floor 2,360000
1602,Barcelona,Sant Martí,El Clot,New,Flat,1,70,Yes,Exterior,Ground Floor,268000
1603,Barcelona,Eixample,La Sagrada Família,New,Flat,2,101,Yes,Exterior,Floor 2,530000
1604,Barcelona,Les Corts,Les Corts,New,Duplex,2,100,Yes,Exterior,Floor 1,670000
1605,Barcelona,Les Corts,Les Corts,New,Duplex,2,76,Yes,Exterior,Floor 1,550000
1606,Barcelona,Les Corts,Les Corts,New,Duplex,2,73,Yes,Exterior,Floor 5,715000
1607,Barcelona,Les Corts,Les Corts,New,Duplex,2,71,Yes,Exterior,Floor 1,530500
1608,Barcelona,Les Corts,Les Corts,New,Flat,2,65,Yes,Exterior,Floor 5,692000
1609,Barcelona,Les Corts,Les Corts,New,Duplex,2,115,Yes,Exterior,Floor 5,1600000
1610,Barcelona,Les Corts,Les Corts,New,Flat,2,71,Yes,Exterior,Floor 2,550000
1611,Barcelona,Les Corts,Les Corts,New,Flat,2,102,Yes,Exterior,Floor 1,683000
1612,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,109,Yes,Exterior,Mezzanine,695000
1613,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,101,Yes,Exterior,Floor 3,695000
1614,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,71,Yes,Exterior,Floor 4,505000
1615,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,100,Yes,Exterior,Floor 1,660000
1616,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,71,Yes,Exterior,Floor 5,520000
1617,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,101,Yes,Exterior,Floor 4,715000
1618,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,71,Yes,Exterior,Floor 3,485000
1619,Barcelona,Gràcia,La Salut,New,Duplex,2,97,Yes,Exterior,Ground Floor,510000
1620,Barcelona,Gràcia,La Salut,New,Duplex,1,75,Yes,Exterior,Ground Floor,350000
1621,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,88,Yes,Exterior,Floor 1,394000
1622,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,84,Yes,Exterior,Floor 2,545000
1623,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,84,Yes,Exterior,Mezzanine,530000
1624,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,82,Yes,Exterior,Mezzanine,510000
1625,Barcelona,Eixample,La Sagrada Família,New,Flat,3,120,Yes,Exterior,Floor 2,628000
1626,Barcelona,Eixample,La Sagrada Família,New,Flat,3,120,Yes,Exterior,Floor 5,675000
1627,Barcelona,Eixample,La Sagrada Família,New,Flat,3,120,Yes,Exterior,Floor 4,660000
1628,Barcelona,Eixample,La Sagrada Família,New,Flat,3,120,Yes,Exterior,Floor 3,640000
1629,Barcelona,Gràcia,Vallcarca I Els Penitents,New,Flat,3,120,Yes,Exterior,Floor 2,495000
1630,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Penthouse,2,56,Yes,Exterior,Floor 4,326000
1631,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,4,101,Yes,Exterior,Ground Floor,545000
1632,Barcelona,Sant Andreu,El Congrés I Els Indians,New,Penthouse,2,84,Yes,Exterior,Floor 4,430000
1633,Barcelona,Sant Andreu,El Congrés I Els Indians,New,Flat,2,84,Yes,Exterior,Floor 3,360000
1634,Barcelona,Sant Andreu,El Congrés I Els Indians,New,Flat,2,84,Yes,Exterior,Floor 1,340000
1635,Barcelona,Sant Andreu,El Congrés I Els Indians,New,Duplex,3,118,Yes,Exterior,Ground Floor,480000
1636,Barcelona,Sant Martí,El Poblenou,New,Flat,3,96,Yes,Exterior,Floor 1,535000
1637,Barcelona,Sant Martí,El Poblenou,New,Flat,3,96,Yes,Exterior,Floor 4,570000
1638,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,3,94,Yes,Exterior,Floor 4,537500
1639,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,73,Yes,Exterior,Floor 2,387125
1640,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,1,66,Yes,Exterior,Floor 3,390000
1641,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,73,Yes,Exterior,Floor 1,375250
1642,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,3,94,Yes,Exterior,Floor 5,555000
1643,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,1,66,Yes,Exterior,Floor 1,349125
1644,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,1,66,Yes,Exterior,Floor 2,358125
1645,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,73,Yes,Exterior,Floor 3,420000
1646,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,1,66,Yes,Exterior,Floor 5,415000
1647,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,3,94,Yes,Exterior,Floor 2,482125
1648,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,3,94,Yes,Exterior,Floor 1,473575
1649,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,3,98,Yes,Exterior,Floor 1,398500
1650,Barcelona,Horta-Guinardó,El Guinardó,New,Duplex,1,103,Yes,Exterior,Ground Floor,262000
1651,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,2,83,Yes,Exterior,Floor 1,351500
1652,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,New,Flat,4,158,Yes,Exterior,Floor 1,685500
1653,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,New,Flat,3,94,Yes,Exterior,Floor 1,474000
1654,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,New,Flat,2,67,Yes,Exterior,Floor 1,342000
1655,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,3,105,Yes,Exterior,Floor 4,1280000
1656,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,62,Yes,Exterior,Floor 3,583000
1657,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,63,Yes,Exterior,Floor 2,561000
1658,Barcelona,Sant Martí,El Clot,New,Flat,3,101,Yes,Exterior,Floor 1,459000
1659,Barcelona,Sant Martí,El Clot,New,Flat,2,92,Yes,Exterior,Floor 1,399000
1660,Barcelona,Sant Martí,El Clot,New,Flat,4,130,Yes,Exterior,Floor 1,570000
1661,Barcelona,Ciutat Vella,El Raval,New,Flat,1,58,Yes,Exterior,Floor 1,339000
1662,Barcelona,Ciutat Vella,El Raval,New,Flat,2,60,Yes,Exterior,Floor 1,364000
1663,Barcelona,Ciutat Vella,El Raval,New,Flat,1,86,Yes,Exterior,Ground Floor,462000
1664,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,New,Penthouse,2,57,Yes,Exterior,Floor 8,795000
1665,Barcelona,Les Corts,Les Corts,New,Flat,2,185,Yes,Exterior,Floor 5,1600000
1666,Barcelona,Les Corts,Les Corts,New,Flat,2,99,Yes,Exterior,Floor 5,715000
1667,Barcelona,Gràcia,La Salut,New,Flat,2,72,Yes,Exterior,Floor 4,520000
1668,Barcelona,Gràcia,La Salut,New,Flat,2,72,Yes,Exterior,Floor 3,495000
1669,Barcelona,Gràcia,La Salut,New,Flat,3,94,Yes,Exterior,Floor 4,630000
1670,Barcelona,Gràcia,La Salut,New,Flat,1,51,Yes,Exterior,Floor 1,322000
1671,Barcelona,Gràcia,La Salut,New,Flat,3,94,Yes,Exterior,Floor 3,615000
1672,Barcelona,Gràcia,La Salut,New,Flat,1,61,Yes,Exterior,Floor 1,350000
1673,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,New,Flat,2,64,Yes,Exterior,Floor 2,435200
1674,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,New,Flat,1,55,Yes,Exterior,Floor 4,378000
1675,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,New,Flat,2,64,Yes,Exterior,Floor 3,448000
1676,Barcelona,Horta-Guinardó,La Teixonera,New,Flat,2,53,Yes,Exterior,Floor 2,255697
1677,Barcelona,Horta-Guinardó,La Teixonera,New,Flat,2,53,Yes,Exterior,Floor 3,255697
1678,Barcelona,Horta-Guinardó,La Teixonera,New,Flat,2,53,Yes,Exterior,Floor 1,241815
1679,Barcelona,Horta-Guinardó,La Teixonera,New,Flat,2,53,Yes,Exterior,Floor 2,247633
1680,Barcelona,Horta-Guinardó,La Teixonera,New,Flat,2,53,Yes,Exterior,Floor 3,246467
1681,Barcelona,Eixample,Sant Antoni,New,Flat,3,95,Yes,Exterior,Floor 4,565000
1682,Barcelona,Eixample,Sant Antoni,New,Flat,2,81,Yes,Exterior,Floor 1,595000
1683,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,New,Flat,2,85,Yes,Exterior,Floor 1,470000
1684,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,New,Penthouse,2,100,Yes,Exterior,Floor 2,595000
1685,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,New,Flat,2,86,Yes,Exterior,Ground Floor,425000
1686,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,New,Flat,2,78,Yes,Exterior,Ground Floor,420000
1687,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Penthouse,2,57,Yes,Exterior,Floor 4,296000
1688,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Penthouse,1,46,Yes,Exterior,Floor 4,264000
1689,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,2,48,Yes,Exterior,Ground Floor,265000
1690,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,2,55,Yes,Exterior,Floor 1,256000
1691,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,2,53,Yes,Exterior,Ground Floor,280000
1692,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,2,77,Yes,Exterior,Ground Floor,295000
1693,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,3,68,Yes,Exterior,Floor 2,315000
1694,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,4,99,Yes,Exterior,Floor 3,620000
1695,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,New,Flat,2,62,Yes,Exterior,Floor 3,440000
1696,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,3,81,Yes,Exterior,Floor 1,395000
1697,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,3,78,Yes,Exterior,Floor 2,370000
1698,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,3,78,Yes,Exterior,Floor 1,360000
1699,Barcelona,Les Corts,Les Corts,New,Flat,3,122,Yes,Exterior,Floor 2,620000
1700,Barcelona,Les Corts,Les Corts,New,Flat,3,190,Yes,Exterior,Floor 4,750000
1701,Barcelona,Les Corts,Les Corts,New,Duplex,2,159,Yes,Exterior,Ground Floor,560000
1702,Barcelona,Les Corts,Les Corts,New,Flat,3,114,Yes,Exterior,Floor 3,620000
1703,Barcelona,Les Corts,Les Corts,New,Flat,3,122,Yes,Exterior,Floor 3,650000
1704,Barcelona,Les Corts,Les Corts,New,Flat,3,122,Yes,Exterior,Floor 1,590000
1705,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,New,Duplex,3,131,Yes,Exterior,Floor 1,830000
1706,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,New,Flat,3,113,Yes,Exterior,Floor 5,1325000
1707,Barcelona,Sant Andreu,La Sagrera,New,Flat,3,85,Yes,Exterior,Floor 2,395000
1708,Barcelona,Sant Andreu,La Sagrera,New,Flat,3,84,Yes,Exterior,Floor 1,385000
1709,Barcelona,Sant Andreu,La Sagrera,New,Duplex,4,128,Yes,Exterior,Ground Floor,580000
1710,Barcelona,Sant Andreu,La Sagrera,New,Flat,3,84,Yes,Exterior,Floor 1,390000
1711,Barcelona,Horta-Guinardó,Horta,New,Flat,3,113,Yes,Exterior,Ground Floor,285000
1712,Barcelona,Sant Martí,El Poblenou,New,Flat,3,99,Yes,Exterior,Floor 2,643496
1713,Barcelona,Sant Martí,El Poblenou,New,Flat,3,118,Yes,Exterior,Floor 1,680434
1714,Barcelona,Sant Martí,El Poblenou,New,Flat,3,109,Yes,Exterior,Floor 1,527258
1715,Barcelona,Sant Martí,El Poblenou,New,Flat,3,112,Yes,Exterior,Ground Floor,695610
1716,Barcelona,Sant Martí,El Poblenou,New,Flat,2,62,Yes,Exterior,Floor 3,413729
1717,Barcelona,Sant Martí,El Poblenou,New,Flat,2,68,Yes,Exterior,Floor 2,409877
1718,Barcelona,Sant Martí,El Poblenou,New,Flat,3,85,Yes,Exterior,Floor 4,545713
1719,Barcelona,Sant Martí,El Poblenou,New,Flat,2,62,Yes,Exterior,Floor 1,560204
1720,Barcelona,Sant Martí,El Poblenou,New,Flat,2,62,Yes,Exterior,Floor 4,429209
1721,Barcelona,Sant Martí,El Poblenou,New,Flat,2,62,Yes,Exterior,Floor 1,387537
1722,Barcelona,Sarrià-Sant Gervasi,Sarrià,New,Detached,5,572,No,Exterior,Multiple,2985000
1723,Barcelona,Gràcia,La Vila De Gràcia,New,Flat,3,97,Yes,Exterior,Floor 3,506000
1724,Barcelona,Gràcia,La Vila De Gràcia,New,Flat,3,92,Yes,Exterior,Floor 2,453000
1725,Barcelona,Gràcia,La Vila De Gràcia,New,Flat,3,97,Yes,Exterior,Floor 4,523000
1726,Barcelona,Gràcia,La Vila De Gràcia,New,Duplex,3,175,Yes,Exterior,Ground Floor,826000
1727,Barcelona,Horta-Guinardó,La Font D'En Fargues,New,Flat,2,76,Yes,Exterior,Floor 1,282000
1728,Barcelona,Sants-Montjuïc,La Marina De Port,New,Flat,3,89,Yes,Exterior,Floor 2,285000
1729,Barcelona,Sants-Montjuïc,La Marina De Port,New,Flat,2,70,Yes,Exterior,Floor 1,245000
1730,Barcelona,Sants-Montjuïc,La Marina De Port,New,Flat,2,61,Yes,Exterior,Floor 2,224000
1731,Barcelona,Sants-Montjuïc,La Marina De Port,New,Flat,4,102,Yes,Exterior,Floor 6,456000
1732,Barcelona,Horta-Guinardó,El Carmel,New,Penthouse,3,79,Yes,Exterior,Floor 4,288000
1733,Barcelona,Horta-Guinardó,El Carmel,New,Penthouse,2,50,Yes,Exterior,Floor 4,220000
1734,Barcelona,Horta-Guinardó,El Carmel,New,Flat,3,62,Yes,Exterior,Floor 3,235000
1735,Barcelona,Horta-Guinardó,El Carmel,New,Flat,3,63,Yes,Exterior,Floor 1,268000
1736,Barcelona,Horta-Guinardó,El Carmel,New,Flat,2,56,Yes,Exterior,Floor 1,238000
1737,Barcelona,Horta-Guinardó,El Carmel,New,Flat,4,88,Yes,Exterior,Floor 3,298000
1738,Barcelona,Horta-Guinardó,El Carmel,New,Flat,2,56,Yes,Exterior,Floor 2,216000
1739,Barcelona,Horta-Guinardó,El Carmel,New,Flat,3,62,Yes,Exterior,Floor 2,258000
1740,Barcelona,Horta-Guinardó,El Carmel,New,Flat,2,56,Yes,Exterior,Floor 2,220000
1741,Barcelona,Horta-Guinardó,El Carmel,New,Flat,3,86,Yes,Exterior,Ground Floor,269000
1742,Barcelona,Horta-Guinardó,El Guinardó,New,Duplex,2,75,Yes,Exterior,Ground Floor,283000
1743,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,3,100,Yes,Exterior,Floor 2,435000
1744,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,1,50,Yes,Exterior,Floor 1,269000
1745,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,1,50,Yes,Exterior,Floor 1,259000
1746,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,3,100,Yes,Exterior,Floor 3,450000
1747,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,New,Flat,3,200,Yes,Exterior,Floor 2,2360000
